iter	Logloss
261	0.001959573595
262	0.001948903067
263	0.001936490564
264	0.001923648256
265	0.00191350566
266	0.001902349157
267	0.001893212604
268	0.001885092519
269	0.001875936292
270	0.001864405277
271	0.001854843835
272	0.001842495177
273	0.001832299801
274	0.00182490926
275	0.001816238829
276	0.001808727859
277	0.001801794756
278	0.001792935723
279	0.001784381245
280	0.001773364118
281	0.001764694005
282	0.001753927991
283	0.001745095114
284	0.001736564335
285	0.001726679839
286	0.001719993349
287	0.001704760103
288	0.001695792968
289	0.001681701472
290	0.001672004274
291	0.001663109578
292	0.001655999335
293	0.00165021496
294	0.001643240138
295	0.001634792197
296	0.001628147805
297	0.001621260868
298	0.001611596881
299	0.001604949923
300	0.001598863903
301	0.001592719905
302	0.001584290953
303	0.001575709656
304	0.001567128946
305	0.001557697225
306	0.001547180263
307	0.001540661252
308	0.001530428002
309	0.001524793132
310	0.001517150086
311	0.001507346844
312	0.001502621968
313	0.001492718224
314	0.00148528994
315	0.001477378323
316	0.001469537016
317	0.001463735196
318	0.001458802457
319	0.001453151471
320	0.001446158056
321	0.00144071481
322	0.001435955131
323	0.001429628003
324	0.001421172399
325	0.001415003351
326	0.001408439349
327	0.001402375597
328	0.001397114265
329	0.001391618813
330	0.001386690969
331	0.001382641656
332	0.001376862834
333	0.001370257359
334	0.001364925869
335	0.001360580873
336	0.001356215523
337	0.001351156608
338	0.001347518954
339	0.00133962191
340	0.00133616844
341	0.001329839126
342	0.001325595249
343	0.00132116151
344	0.001317601647
345	0.001313358566
346	0.00130900921
347	0.001303902605
348	0.001299207264
349	0.001294616594
350	0.001288338081
351	0.001282283001
352	0.001277948744
353	0.00127349507
354	0.001269612195
355	0.001264463688
356	0.001258907494
357	0.001254937207
358	0.001250875052
359	0.001244808548
360	0.001237804217
361	0.00123390642
362	0.001230002656
363	0.001226377077
364	0.001221146595
365	0.001216298526
366	0.001210805749
367	0.001206986525
368	0.001206994315
369	0.001206972152
370	0.001206972152
371	0.001202221765
372	0.001196312336
373	0.001195112124
374	0.001191293435
375	0.001186928937
376	0.00118290827
377	0.001179307296
378	0.001175658197
379	0.001175668182
380	0.001175659075
381	0.001169686229
382	0.001164467949
383	0.001158619827
384	0.001154391558
385	0.0011543751
386	0.001148371575
387	0.001144252633
388	0.00114424616
389	0.001140381059
390	0.001136918288
391	0.001131753342
392	0.001131751477
393	0.001130834339
394	0.001125281408
395	0.001121908573
396	0.001121914498
397	0.001118169902
398	0.001114694995
399	0.001110512273
400	0.001106422401
401	0.001102989507
402	0.001103000808
403	0.001097838681
404	0.001097837474
405	0.001094995008
406	0.001093350612
407	0.001093357195
408	0.001093343371
409	0.001093333716
410	0.001093353026
411	0.001093353026
412	0.001087589355
413	0.001087577285
414	0.001087554574
415	0.001084373526
416	0.001080648756
417	0.001080645245
418	0.001080633396
419	0.00107599277
420	0.001075981359
421	0.001071177945
422	0.001068065672
423	0.001068044386
424	0.001068035094
425	0.001063705512
426	0.001060771484
427	0.001057109478
428	0.001052064421
429	0.001052064311
430	0.001052056521
431	0.001052068151
432	0.001052056192
433	0.001052064091
434	0.001052053997
435	0.00105204522
436	0.001052034028
437	0.001052034028
438	0.001048525218
439	0.001048519293
440	0.001048511174
441	0.001047598897
442	0.001046035331
443	0.001046038184
444	0.001046038184
445	0.001046024798
446	0.001046021616
447	0.00104601997
448	0.001046025895
449	0.001046013387
450	0.001046018654
451	0.001042330791
452	0.001037577895
453	0.001037584259
454	0.001034226488
455	0.001032817372
456	0.001028916165
457	0.001028910021
458	0.001025370174
459	0.001025369735
460	0.00102387032
461	0.00102387449
462	0.001023853972
463	0.00102385101
464	0.001023852656
465	0.00102383916
466	0.001020138562
467	0.001020138672
468	0.001020141634
469	0.001020136258
470	0.00102012737
471	0.001016140659
472	0.001016157666
473	0.001016126725
474	0.00101612475
475	0.001016133199
476	0.00101612881
477	0.001016112352
478	0.001016135722
479	0.001014920402
480	0.001014921061
481	0.001014919305
482	0.001014889572
483	0.001014916014
484	0.001014915026
485	0.001014896484
486	0.001014891217
487	0.001014891217
488	0.001014895825
489	0.001014876515
490	0.001014873991
491	0.001014876296
492	0.001014864665
493	0.001014859838
494	0.001014862471
495	0.001014046055
496	0.001014042653
497	0.00101405944
498	0.001014043751
499	0.001014035522
500	0.001014004691
501	0.001014012152
502	0.001014009957
503	0.001014007434
504	0.001013995255
505	0.00100849717
506	0.001008487844
507	0.001008505947
508	0.001008498157
509	0.001008478518
510	0.001008463596
511	0.001008419928
512	0.001005334569
513	0.001000969219
514	0.001000964062
515	0.001000956492
516	0.001000970316
517	0.001000905582
518	0.001000905582
519	0.001000912714
520	0.001000912714
521	0.001000912714
522	0.001000888576
523	0.001000880895
524	0.000996541515
525	0.0009965518286
526	0.0009965281293
527	0.0009965631296
528	0.0009965401984
529	0.0009965411859
530	0.0009965448066
531	0.0009965338347
532	0.0009965271419
533	0.0009965167186
534	0.0009965306529
535	0.0009965342736
536	0.0009940091045
537	0.0009940012047
538	0.0009940012047
539	0.0009940012047
540	0.0009939738848
541	0.0009939892454
542	0.0009940048255
543	0.0009939590728
544	0.0009939793707
545	0.0009927378284
546	0.0009927417783
547	0.0009927338785
548	0.0009927370604
549	0.0009927448504
550	0.0009927391114
551	0.0009927379045
552	0.0009927308825
553	0.0009927148635
554	0.0009927354906
555	0.0009924422464
556	0.0009924446602
557	0.000992435005
558	0.0009924374188
559	0.0009924211804
560	0.0009923685155
561	0.0009894840128
562	0.0009894840128
563	0.0009894739187
564	0.0009894797337
565	0.0009894802823
566	0.0009894671161
567	0.0009894709562
568	0.0009894676647
569	0.0009894583386
570	0.0009894584483
571	0.0009894539499
572	0.0009894558151
573	0.0009894513166
574	0.0009894469279
575	0.0009894378212
576	0.0009894325547
577	0.0009894291535
578	0.0009894090749
579	0.0009894190593
580	0.0009894159872
581	0.0009894135734
582	0.0009894160969
583	0.0009894016141
584	0.0009893921783
585	0.0009893918491
586	0.0009893846077
587	0.0009893846077
588	0.0009893789023
589	0.000989385266
590	0.0009893841688
591	0.000989362664
592	0.0009893710026
593	0.0009893538865
594	0.0009893268957
595	0.0009893448895
596	0.0009893273346
597	0.000989341598
598	0.0009893426952
599	0.0009893288706
600	0.0009893330399
601	0.0009893134003
602	0.0009893185571
603	0.0009892937607
604	0.0009893035256
605	0.0009893035256
606	0.0009892997952
607	0.0009892995758
608	0.0009892922246
609	0.0009892895914
610	0.000989291676
611	0.0009892891525
612	0.0009892848735
613	0.0009892848735
614	0.0009892914566
615	0.0009892729141
616	0.0009892754377
617	0.0009892406905
618	0.000989262744
619	0.0009892345463
620	0.0009892326811
621	0.0009892310353
622	0.0009892422266
623	0.0009892478222
624	0.0009892255493
625	0.0009892219286
626	0.000989212054
627	0.0009892218189
628	0.0009891981197
629	0.0009892017404
630	0.0009891966934
631	0.0009891594987
632	0.0009891580724
633	0.0009891681665
634	0.0009890864261
635	0.0009890773195
636	0.000989064263
637	0.000989064263
638	0.0009890588868
639	0.0009890475857
640	0.0009890546077
641	0.000989042429
642	0.0009887284142
643	0.0009887048247
644	0.0009887269879
645	0.0009887269879
646	0.0009887235866
647	0.0009887235866
648	0.0009886990097
649	0.000988700436
650	0.0009887037276
651	0.0009886980222
652	0.0009886841976
653	0.000988682113
654	0.0009886579749
655	0.0009886924265
656	0.0009886448087
657	0.0009886597304
658	0.0009886640094
659	0.0009886579749
660	0.0009886601693
661	0.0009886511723
662	0.0009886511723
663	0.0009886467836
664	0.0009886614859
665	0.0009886167207
666	0.0009886233038
667	0.0009886353728
668	0.0009886150749
669	0.0009886150749
670	0.0009886180373
671	0.0009886120028
672	0.0009886162818
673	0.0009886059683
674	0.000988606078
675	0.0009886089307
676	0.0009885900591
677	0.0009885853412
678	0.0009885879744
679	0.0009885977394
680	0.0009885870967
681	0.0009885756859
682	0.0009885786483
683	0.000988582269
684	0.0009885651529
685	0.0009885695417
686	0.0009885594476
687	0.0009885776608
688	0.0009885658112
689	0.0009885675667
690	0.0009885675667
691	0.0009885605447
692	0.0009885465008
693	0.0009885638363
694	0.0009885704194
695	0.0009885584601
696	0.0009885537422
697	0.0009885554977
698	0.0009885558268
699	0.0009882517965
700	0.0009882453231
701	0.0009882438968
702	0.000988260574
703	0.0009882421413
704	0.0009882287556
705	0.000988232486
706	0.0009882502605
707	0.0009882383011
708	0.0009882288653
709	0.0009882386303
710	0.0009882519062
711	0.0009882467495
712	0.0009881956206
713	0.0009882006676
714	0.0009881767827
715	0.0009881797451
716	0.0009881110612
717	0.0009881178637
718	0.0009881178637
719	0.0009874972952
720	0.0009874972952
721	0.0009875093642
722	0.0009874933453
723	0.0009874783139
724	0.0009874896149
725	0.0009874935648
726	0.0009874888469
727	0.0009874678906
728	0.0009874586742
729	0.0009874627338
730	0.0009874586742
731	0.000987446276
732	0.0009874531883
733	0.0009874413387
734	0.0009874396929
735	0.0009874297085
736	0.0009874411193
737	0.0009874367305
738	0.0009874360722
739	0.0009874238934
740	0.0009874148965
741	0.0009874208213
742	0.0009874161034
743	0.0009874154451
744	0.0009874128118
745	0.0009870478877
746	0.0009870409754
747	0.0009870490946
748	0.0009870496432
749	0.0009870315396
750	0.0009870519473
751	0.0009870509598
752	0.0009870353798
753	0.0009870242982
754	0.0009870278092
755	0.0009870281383
756	0.0009870404268
757	0.0009870087181
758	0.0009869897368
759	0.0009870011476
760	0.0009870053169
761	0.0009869913826
762	0.0009869872133
763	0.0009869872133
764	0.0009869350969
765	0.0009869127143
766	0.0009869265389
767	0.0009868962565
768	0.0009869208335
769	0.0009869107394
770	0.0009869223696
771	0.0009868968051
772	0.0009868887957
773	0.0009868716796
774	0.0009868822126
775	0.00098687541
776	0.0009868717893
777	0.0009868675103
778	0.0009868670714
779	0.0009868622438
780	0.0009868693755
781	0.0009868498456
782	0.0009868574161
783	0.0009868496261
784	0.000986856319
785	0.0009868586231
786	0.0009868292185
787	0.000986821977
788	0.0009868234034
789	0.0009868174786
790	0.0009868408486
791	0.0009867650331
792	0.0009867603152
793	0.0009867504405
794	0.0009867580111
795	0.0009867518668
796	0.0009867626193
797	0.0009867503308
798	0.0009867236691
799	0.0009866964589
800	0.0009866880106
801	0.000986695252
802	0.0009866851579
803	0.0009866936062
804	0.0009866886689
805	0.0009866824149
806	0.0009866581671
807	0.0009866680418
808	0.0009866751735
809	0.00098667265
810	0.0009866781359
811	0.0009866571797
812	0.000986658606
813	0.0009866768193
814	0.0009866564116
815	0.0009866759415
816	0.0009866603615
817	0.0009866570699
818	0.0009866346873
819	0.0009866421482
820	0.0009866063375
821	0.0009865896603
822	0.0009865875757
823	0.0009865559767
824	0.000986570679
825	0.0009865594877
826	0.0009865568544
827	0.0009865421521
828	0.0009865357885
829	0.0009865623404
830	0.0009865542212
831	0.0009865516977
832	0.000986532058
833	0.0009865373245
834	0.0009865442368
835	0.0009865368856
836	0.0009865368856
837	0.0009865258041
838	0.0009865169169
839	0.0009865197695
840	0.0009865087977
841	0.0009865087977
842	0.0009864697378
843	0.0009864641422
844	0.0009864555841
845	0.0009864346279
846	0.0009864392361
847	0.0009864521829
848	0.0009864386875
849	0.0009864274962
850	0.0009864308975
851	0.0009864210228
852	0.0009864203645
853	0.0009864102703
854	0.0009864300197
855	0.0009864300197
856	0.0009864210228
857	0.0009864037969
858	0.0009863874489
859	0.0009864121356
860	0.0009863933737
861	0.0009863933737
862	0.0009863732952
863	0.0009863769159
864	0.0009863759284
865	0.0009863697842
866	0.0009863697842
867	0.0009863629816
868	0.0009863512417
869	0.0009863498154
870	0.0009863471821
871	0.0009863509126
872	0.0009863509126
873	0.0009863725271
874	0.0009863526681
875	0.000986357386
876	0.0009863604581
877	0.0009863540944
878	0.0009863282008
879	0.0009863455364
880	0.0009863391727
881	0.0009863472919
882	0.0009863384046
883	0.0009863312729
884	0.0009863207399
885	0.0009863207399
886	0.0009862971168
887	0.0009863000792
888	0.0009863000792
889	0.0009862978848
890	0.0009863166467
891	0.0009862948127
892	0.0009863015055
893	0.0009862944835
894	0.0009862778063
895	0.0009862738564
896	0.000986298214
897	0.0009862446713
898	0.0009862375396
899	0.0009862375396
900	0.0009862322731
901	0.0009862239344
902	0.0009862286523
903	0.0009862085738
904	0.0009862013324
905	0.0009861514104
906	0.0009861715987
907	0.0009861523979
908	0.0009861295764
909	0.0009861351721
910	0.000986122335
911	0.0009861351721
912	0.0009861295764
913	0.0009861265043
914	0.0009861171782
915	0.0009860860518
916	0.0009860495155
917	0.0009857461098
918	0.0009857312978
919	0.0009857537901
920	0.0009857476459
921	0.0009857229592
922	0.0009857362351
923	0.000985740185
924	0.0009857271285
925	0.0009857230689
926	0.0009857204357
927	0.0009857215328
928	0.0009857128651
929	0.000985681705
930	0.0009856674416
931	0.0009856604196
932	0.0009856136794
933	0.0009856175196
934	0.0009856151058
935	0.0009856223472
936	0.0009856125823
937	0.0009855933815
938	0.0009856067672
939	0.0009856160932
940	0.0009856183973
941	0.0009855477722
942	0.0009855444807
943	0.0009855297784
944	0.0009855522707
945	0.0009855260479
946	0.0009855260479
947	0.000985517819
948	0.0009855171607
949	0.0009855297784
950	0.0009855147469
951	0.0009855204523
952	0.0009855059694
953	0.0009854783203
954	0.0009854693234
955	0.0009854705303
956	0.0009854478185
957	0.0009854537433
958	0.0009854370661
959	0.0009854378341
960	0.0009854407966
961	0.0009854418937
962	0.0009854454047
963	0.0009854454047
964	0.0009854311413
965	0.0009854275206
966	0.0009854180848
967	0.0009854381633
968	0.0009854255457
969	0.0009854183042
970	0.0009854076615
971	0.0009854117211
972	0.000985395373
973	0.0009854093073
974	0.0009853966897
975	0.0009853857178
976	0.000985379025
977	0.0009853773792
978	0.0009853781472
979	0.0009853672851
980	0.0009853752945
981	0.0009853260309
982	0.0009852950902
983	0.0009852981623
984	0.0009852883974
985	0.0009852919084
986	0.0009852389143
987	0.0009851757163
988	0.0009851782399
989	0.0009851782399
990	0.0009851738511
991	0.0009851712179
992	0.0009851625501
993	0.0009851689138
994	0.000985145434
995	0.0009851512491
996	0.0009851436785
997	0.000985129854
998	0.0009851375343
999	0.0009851307317
